Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type
2026-05-20,Wednesday,World Bee Day,વિશ્વ મધમાખી દિવસ,Environment,Global,Nature,1,"Let the meaning of World Bee Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ મધમાખી દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Bee Day; cultural context: Global; mood: Nature; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Summer,EN+GU,Draft,1.0,Named Occasion
2026-05-21,Thursday,International Tea Day,આંતરરાષ્ટ્રીય ચા દિવસ,Culture and Agriculture,Global,Warmth,1,"Let the meaning of International Tea Day guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય ચા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Tea Day; cultural context: Global; mood: Warmth; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Royal Greeting,Summer,EN+GU,Draft,1.0,Named Occasion
2026-05-22,Friday,Unity Day,એકતા દિવસ,Indian Values,Indian,Unity,3,Differences become strength when people work together with mutual respect.,લોકો પરસ્પર સન્માનથી સાથે કામ કરે ત્યારે ભિન્નતા શક્તિ બની જાય છે.,Premium greeting-card artwork for Unity Day; cultural context: Indian; mood: Unity; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-23,Saturday,Courage Day,હિંમત દિવસ,Everyday Inspiration,Indian,Courage,3,Courage is often a quiet decision to do what is right despite uncertainty.,હિંમત ઘણીવાર અનિશ્ચિતતા છતાં યોગ્ય કાર્ય કરવાની શાંત પસંદગી હોય છે.,Premium greeting-card artwork for Courage Day; cultural context: Indian; mood: Courage; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-24,Sunday,Nature Appreciation Day,પ્રકૃતિ કદર દિવસ,Environment,Indian,Nature,3,"When we care for nature, we protect the inheritance of generations yet to come.",અપણે પ્રકૃતિની કાળજી લઈએ ત્યારે આવતી પેઢીઓનો વારસો સુરક્ષિત કરીએ છીએ.,Premium greeting-card artwork for Nature Appreciation Day; cultural context: Indian; mood: Nature; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-25,Monday,Ganga Dussehra,ગંગા દશેરા,Religious Festival,Indian,Purity,1,"Let the meaning of Ganga Dussehra guide us toward responsibility, respect and thoughtful action.","ગંગા દશેરાનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Ganga Dussehra; cultural context: Indian; mood: Purity; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Spiritual Serenity,Summer,EN+GU,Draft,1.0,Named Occasion
2026-05-26,Tuesday,Character Day,ચારિત્ર્ય દિવસ,Indian Values,Indian,Integrity,3,"Character is built quietly, through choices made when no one is watching.","ચારિત્ર્ય શાંતિથી બને છે—ખાસ કરીને ત્યારે, જ્યારે કોઈ જોઈ રહ્યું ન હોય અને આપણે યોગ્ય પસંદગી કરીએ.",Premium greeting-card artwork for Character Day; cultural context: Indian; mood: Integrity; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-27,Wednesday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Gratitude does not reduce ambition; it gives ambition a peaceful foundation.,કૃતજ્ઞતા મહત્ત્વાકાંક્ષાને ઘટાડતી નથી; તે તેને શાંતિપૂર્ણ આધાર આપે છે.,Premium greeting-card artwork for Gratitude Day; cultural context: Indian; mood: Gratitude; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-28,Thursday,Learning Day,શીખવાનો દિવસ,Education,Indian,Wisdom,3,Every person we meet and every difficulty we face can become a teacher.,અપણે મળતા દરેક વ્યક્તિ અને સામનો કરતી દરેક મુશ્કેલી એક શિક્ષક બની શકે છે.,Premium greeting-card artwork for Learning Day; cultural context: Indian; mood: Wisdom; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-29,Friday,Kindness Day,દયાનો દિવસ,Social Values,Indian,Compassion,3,A small act of kindness can become the part of someone's day they remember most.,દયાનો નાનો કાર્ય કોઈના દિવસની સૌથી યાદગાર ક્ષણ બની શકે છે.,Premium greeting-card artwork for Kindness Day; cultural context: Indian; mood: Compassion; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-30,Saturday,Discipline Day,શિસ્ત દિવસ,Work Ethics,Indian,Determination,3,Discipline turns good intentions into steady progress.,શિસ્ત સારા ઇરાદાઓને સતત પ્રગતિમાં બદલે છે.,Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Summer,EN+GU,Draft,1.0,Evergreen
2026-05-31,Sunday,Responsibility Day,જવાબદારી દિવસ,Indian Values,Indian,Responsibility,3,Responsibility is the bridge between good intentions and trusted action.,જવાબદારી સારા ઇરાદા અને વિશ્વસનીય કાર્ય વચ્ચેનો સેતુ છે.,Premium Indian-context greeting-card artwork for Responsibility Day; mood: Responsibility; season: Summer; elegant composition with clear bilingual text space; no text inside artwork.,Heritage Sandstone,Classic Heritage,Summer,EN+GU,Draft,1.0,Evergreen
2026-06-01,Monday,Global Day of Parents,વૈશ્વિક માતા-પિતા દિવસ,Family,Global,Gratitude,1,"Let the meaning of Global Day of Parents guide us toward responsibility, respect and thoughtful action.","વૈશ્વિક માતા-પિતા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Global Day of Parents; cultural context: Global; mood: Gratitude; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Summer,EN+GU,Draft,1.0,Named Occasion
2026-06-02,Tuesday,Patience Day,ધીરજ દિવસ,Everyday Inspiration,Indian,Calm,3,Patience is not inaction; it is steady effort without unnecessary anxiety.,ધીરજ નિષ્ક્રિયતા નથી; તે અનાવશ્યક ચિંતા વિના સતત પ્રયત્ન છે.,Premium greeting-card artwork for Patience Day; cultural context: Indian; mood: Calm; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Spiritual Serenity,Summer,EN+GU,Draft,1.0,Evergreen
2026-06-03,Wednesday,Unity Day,એકતા દિવસ,Indian Values,Indian,Unity,3,Differences become strength when people work together with mutual respect.,લોકો પરસ્પર સન્માનથી સાથે કામ કરે ત્યારે ભિન્નતા શક્તિ બની જાય છે.,Premium greeting-card artwork for Unity Day; cultural context: Indian; mood: Unity; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Summer,EN+GU,Draft,1.0,Evergreen
2026-06-04,Thursday,Courage Day,હિંમત દિવસ,Everyday Inspiration,Indian,Courage,3,Courage is often a quiet decision to do what is right despite uncertainty.,હિંમત ઘણીવાર અનિશ્ચિતતા છતાં યોગ્ય કાર્ય કરવાની શાંત પસંદગી હોય છે.,Premium greeting-card artwork for Courage Day; cultural context: Indian; mood: Courage; season: Summer; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Summer,EN+GU,Draft,1.0,Evergreen
