Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type,Emotion,Why_This_Day,Gujarati_Editorial_Status,Message_ID
2026-12-02,Wednesday,National Pollution Control Day,રાષ્ટ્રીય પ્રદૂષણ નિયંત્રણ દિવસ,Environment,Indian,Responsibility,1,"Let the meaning of National Pollution Control Day guide us toward responsibility, respect and thoughtful action.","રાષ્ટ્રીય પ્રદૂષણ નિયંત્રણ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for National Pollution Control Day; cultural context: Indian; mood: Responsibility; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion,Responsibility,"National Pollution Control Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-02
2026-12-03,Thursday,International Day of Persons with Disabilities,દિવ્યાંગ વ્યક્તિઓનો આંતરરાષ્ટ્રીય દિવસ,Inclusion,Global,Inclusion,1,"Let the meaning of International Day of Persons with Disabilities guide us toward responsibility, respect and thoughtful action.","દિવ્યાંગ વ્યક્તિઓનો આંતરરાષ્ટ્રીય દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Day of Persons with Disabilities; cultural context: Global; mood: Inclusion; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion,Inclusion,"International Day of Persons with Disabilities is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-03
2026-12-04,Friday,Nature Appreciation Day,પ્રકૃતિ કદર દિવસ,Environment,Indian,Nature,3,"On this Friday, caring for nature protects the inheritance of future generations. Reduce one avoidable wasteful habit today.","આ શુક્રવારના દિવસે, પ્રકૃતિની કાળજી લઈએ ત્યારે આવતી પેઢીઓનો વારસો બચાવીએ છીએ. આજે એક બિનજરૂરી બગાડતી ટેવ ઘટાડો.",Premium greeting-card artwork for Character Day; cultural context: Indian; mood: Integrity; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Winter,EN+GU,Draft,1.0,Evergreen,Nature,"Character Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-228
2026-12-05,Saturday,World Soil Day • International Volunteer Day,વિશ્વ માટી દિવસ • આંતરરાષ્ટ્રીય સ્વયંસેવક દિવસ,Environment and Service,Global,Service,1,"Let the meaning of World Soil Day • International Volunteer Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ માટી દિવસ • આંતરરાષ્ટ્રીય સ્વયંસેવક દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Soil Day • International Volunteer Day; cultural context: Global; mood: Service; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Winter,EN+GU,Draft,1.0,Named Occasion,Service,"World Soil Day • International Volunteer Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-05
2026-12-06,Sunday,Purposeful Day,હેતુપૂર્ણ દિવસ,Everyday Inspiration,Indian,Purpose,3,"On this Sunday, when the purpose is clear, ordinary work begins to feel meaningful. Choose one worthwhile task and do it well today.","આ રવિવારના દિવસે, મન એકાગ્ર હોય તો સામાન્ય દિવસ પણ કામનો બની જાય છે. આજે એક સારું કામ પસંદ કરો અને દિલથી પૂરું કરો.",Premium greeting-card artwork for Learning Day; cultural context: Indian; mood: Wisdom; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen,Purpose,"Learning Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-229
2026-12-07,Monday,Armed Forces Flag Day,સશસ્ત્ર સેના ધ્વજ દિવસ,National Observance,Indian,Respect,1,"Let the meaning of Armed Forces Flag Day guide us toward responsibility, respect and thoughtful action.","સશસ્ત્ર સેના ધ્વજ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Armed Forces Flag Day; cultural context: Indian; mood: Respect; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Winter,EN+GU,Draft,1.0,Named Occasion,Respect,"Armed Forces Flag Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-07
2026-12-08,Tuesday,Character Day,ચારિત્ર્ય દિવસ,Indian Values,Indian,Integrity,3,"On this Tuesday, the strongest reputation begins with private honesty. Do the right thing even when it brings no applause.","આ મંગળવારના દિવસે, સાચી ઈમાનદારી એ છે કે એકલા હોઈએ ત્યારે પણ ખોટું ન કરીએ. વખાણ ન મળે તો પણ સાચું કામ કરો.",Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Winter,EN+GU,Draft,1.0,Evergreen,Integrity,"Discipline Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-230
2026-12-09,Wednesday,International Anti-Corruption Day,આંતરરાષ્ટ્રીય ભ્રષ્ટાચાર વિરોધી દિવસ,Civic,Global,Integrity,1,"Let the meaning of International Anti-Corruption Day guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય ભ્રષ્ટાચાર વિરોધી દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Anti-Corruption Day; cultural context: Global; mood: Integrity; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion,Integrity,"International Anti-Corruption Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-09
2026-12-10,Thursday,Human Rights Day,માનવ અધિકાર દિવસ,Global Values,Global,Justice,1,"Let the meaning of Human Rights Day guide us toward responsibility, respect and thoughtful action.","માનવ અધિકાર દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Human Rights Day; cultural context: Global; mood: Justice; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion,Justice,"Human Rights Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-10
2026-12-11,Friday,International Mountain Day,આંતરરાષ્ટ્રીય પર્વત દિવસ,Environment,Global,Nature,1,"Let the meaning of International Mountain Day guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય પર્વત દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Mountain Day; cultural context: Global; mood: Nature; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Winter,EN+GU,Draft,1.0,Named Occasion,Nature,"International Mountain Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-12-11
